NAME.who,NAME.shpfile,NAME.who_adm1,vaccine,iso3,who_coverage,merge_status,GAUL_CODE
lebamba,lebamba,ngounie,HepB3,GAB,97.26152864,success,76227
lebamba,lebamba,ngounie,Hib3,GAB,97.26152864,success,76227
lebamba,lebamba,ngounie,IPV1,GAB,97.01715294,success,76227
lebamba,lebamba,ngounie,MCV1,GAB,84.06524084,success,76227
lebamba,lebamba,ngounie,MCV2,GAB,-4444,success,76227
lebamba,lebamba,ngounie,MenA,GAB,-4444,success,76227
lebamba,lebamba,ngounie,PAB_DTP1,GAB,-4444,success,76227
lebamba,lebamba,ngounie,PCV1,GAB,-4444,success,76227
lebamba,lebamba,ngounie,PCV2,GAB,-4444,success,76227
lebamba,lebamba,ngounie,PCV3,GAB,-4444,success,76227
lebamba,lebamba,ngounie,Pol3,GAB,94.57339594,success,76227
lebamba,lebamba,ngounie,RCV1,GAB,-4444,success,76227
lebamba,lebamba,ngounie,Rota1,GAB,-4444,success,76227
lebamba,lebamba,ngounie,RotaC,GAB,-4444,success,76227
lebamba,lebamba,ngounie,TT2plus,GAB,92.90621061,success,76227
lebamba,lebamba,ngounie,VAD1,GAB,-4444,success,76227
lebamba,lebamba,ngounie,YFV,GAB,90.41900904,success,76227
leconi,leconi,hautogooue,BCG,GAB,34.12614045,success,76228
leconi,leconi,hautogooue,DTP1,GAB,42.10302494,success,76228
leconi,leconi,hautogooue,DTP3,GAB,38.06920219,success,76228
leconi,leconi,hautogooue,DTP4,GAB,-4444,success,76228
leconi,leconi,hautogooue,HepB_BD,GAB,-4444,success,76228
leconi,leconi,hautogooue,HepB_BDall,GAB,-4444,success,76228
leconi,leconi,hautogooue,HepB3,GAB,38.06920219,success,76228
